sku,name,on_web,soh_web,price,petrie,bunda,con,franklin,web,total,is_deleted_minfos,is_deleted,is_visible,is_retired,num_tiggles,bcid
28399086733,PUSHEEN - SNACKABLE PLUSH CHRISTMAS,FALSE,0,44.95,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,
778988482445,PUSHEEN - BIRTHDAY 24CM,FALSE,0,59.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5060491773833,PUSHEEN - SOCK IN A MUG MARSHMALLOW,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640560,PUSHEEN - TOTE BAG WELL READ,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640577,PUSHEEN - UMBRELLA,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918613274,PUSHEEN - PURSE,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399108091,PUSHEEN - PUSHEENICORN SOUND MINT,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640423,PUSHEEN - GEL PEN SET,FALSE,0,8.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399086740,PUSHEEN - PUSHEENOSAURUS 33CM,FALSE,0,44.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399122325,PUSHEEN - SQUISHEEN SITTING 28CM,FALSE,0,59.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399094868,PUSHEEN - SUSHI PLUSH 24CM,FALSE,0,49.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399111725,PUSHEEN - PUGSHEEN,FALSE,0,44.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988446683,PUSHEEN - BLIND BOX BREAKFAST SURPRISE,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918616091,PUSHEEN - EXERCISE BOOK SET,FALSE,0,9.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399107933,\XMAS18 - PUSHEEN WREATH ORNAMENT,FALSE,0,19.95,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0,
28399111701,PUSHEEN - BACKPACK CLIP NARWHAL,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918643646,PUSHEEN - WILD SIDE PEN 10 COL,FALSE,0,9.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988433102,PUSHEEN - CHOC DIPPED COOKIE,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988395950,PUSHEEN - BLIND BOX CATFE,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399111770,PUSHEEN - KEY CHAIN SUPER PUSHEENICORN,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5060491773857,PUSHEEN - SOCK IN A MUG PUSHEENICORN,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399121496,PUSHEEN - BLIND BOX SERIES 9,FALSE,0,17.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475072,PUSHEEN - WITH DONUT GIFTSET PLUSH & KEY,FALSE,0,49.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399069347,PUSHEEN - PLUSH MED 30CM,FALSE,0,49.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918643653,PUSHEEN - WILD SIDE STATIONERY SET,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475157,PUSHEEN - BLUE DINOSHEEN 23CM,FALSE,0,49.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988461938,PUSHEEN - SQUISHEEN ROUND RAINBOW 27CM,FALSE,0,59.95,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,
778988434208,PUSHEEN - SIPS JUICE BOX,FALSE,0,39.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918626069,PUSHEEN - TRAVEL MUG,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
45544954457,\EASTER19 PUSHEEN TIN EGG ORMNT EGG HUNT,FALSE,0,7.95,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0,
5055918643684,PUSHEEN - WILD SIDE KEYRING POMPOM,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918654468,PUSHEEN - TIE DYE MINI BACKPACK,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399069330,PUSHEEN - PLUSH SML 15CM,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399121649,PUSHEEN - DRAGONPIP 15CM,FALSE,0,39.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055071771033,PUSHEEN - TRAVEL PILLOW,FALSE,0,24.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918649198,PUSHEEN PENCIL CASE CUTE & FIERCE,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640522,PUSHEEN - PENCIL CASE CUTE STUFF,FALSE,0,16.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988345344,PUSHEEN - SQUISHY TIRAMISU,FALSE,0,24.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399112364,PUSHEEN - COIN PURSE PUSHEENOSAURUS,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988433799,PUSHEEN - MEOWSHMALLOWS IN PLUSH BAG,FALSE,0,69.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399089314,PUSHEEN - MERMAID 33CM,FALSE,0,54.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
45544958370,PUSHEEN - DISH PUSHEENICORN,FALSE,0,24.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918654482,PUSHEEN - KEYRING 3D CHARMS TIE DYE,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918649143,PUSHEEN - WATER BTTLE CUTE & FIERCE,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399122318,PUSHEEN - SQUISHEEN SITTING 15CM,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918643851,PUSHEEN - WILD SIDE STORAGE POT,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918650293,PUSHEEN DESK PAD +STICKY NOTES,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399084234,PUSHEEN - PLUSH DELUX LRG,FALSE,0,79.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918650316,PUSHEEN STATIONERY SET,FALSE,0,28.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399101658,PUSHEEN - PASTEL PLUSH PINK LRG,FALSE,0,44.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399108039,PUSHEEN - BACKPACK CLIP DONUT,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399107919,PUSHEEN - PENCIL CASE PUSHEENICORN,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5060491770702,PUSHEEN - TRAVEL MUG PUSHEENICORN,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
766,PUSHEEN - CHOC DIPPED COOKIE,FALSE,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
45544958424,PUSHEEN - SNACK BOWL POPCORN MED,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918644551,PUSHEEN - SD TOTE BAG,FALSE,0,24.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918643660,PUSHEEN - WILD SIDE WATER BOTTLE,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918658558,PUSHEEN - SIPS DRINK CARTON SBRRY,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988434215,PUSHEEN - SIPS BOBA TEA,FALSE,0,39.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475089,PUSHEEN - WITH PIZZA GIFT SET PLUSH KEY,FALSE,0,49.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5060491770658,PUSHEEN - TEA FOR ONE TEAPOT,FALSE,0,49.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399073979,PUSHEEN - BACKPACK CLIP PUSHEENICORN,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988421628,PUSHEEN - BLIND BOX MAGICAL 17,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918656264,PUSHEEN - SELFCARE CLUB KEYRING,FALSE,0,11.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399097173,PUSHEEN - SUNGLASSES COLLECTOR SET,FALSE,0,49.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988480243,PUSHEEN - SUMMER SLOTH 30CM,FALSE,0,59.95,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0,
778988433010,PUSHEEN - BLIND BOX ICECRM SERIES18,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918616183,PUSHEEN - GLITTER FRAME,FALSE,0,12.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
45544958462,PUSHEEN - MUG CELEBRATE,FALSE,0,24.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475126,PUSHEEN - DRAGONSHEEN SQUEEZE 23CM,FALSE,0,66.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918644469,PUSHEEN - SD PEN SET,FALSE,0,8.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399112913,PUSHEEN - BACKPACK CLIP DLX MERMAID,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640447,PUSHEEN - ERASER SET,FALSE,0,7.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399073894,PUSHEEN - ACCESSORY CASE 21.5CM,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475164,PUSHEEN - PURPLE DINO 23CM,FALSE,0,64.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5060491773802,PUSHEEN - MUG COLOUR CHANGE,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475140,PUSHEEN - EASTER BUNNY,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399108022,PUSHEEN - BACKPACK CLIP POTATO CHIPS,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640492,PUSHEEN - DRINK BOTTLE,FALSE,0,16.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918644452,PUSHEEN - SD STICKER SHEETS X12,FALSE,0,3.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918655762,PUSHEEN - PATISSERIE ERASER SET,FALSE,0,12.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399108084,PUSHEEN - HALLOWEEN ZOMBIE LRG,FALSE,0,44.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918613236,PUSHEEN - PENCIL CASE,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399101672,PUSHEEN - PASTEL PLUSH PURPLE LRG,FALSE,0,44.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475133,PUSHEEN - VALENTINE 15CM,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918643691,PUSHEEN - WILD SIDE PENCIL CASE,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918659357,PUSHEEN - ICE CREAM STATIONERY SET,FALSE,0,22.95,2,0,2,0,0,4,FALSE,FALSE,FALSE,FALSE,0,
5051516803543,PUSHEEN - CUSHION LYING PINK BOW,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640416,PUSHEEN - PENCIL ERASER TOP,FALSE,0,3.65,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918643707,PUSHEEN - WILD SIDE EYE MASK,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399107834,PUSHEEN - PUSHEEN W/SUNDAE,FALSE,0,44.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475065,PUSHEEN - SUPER PUSHEENUNICARN CLD BOXED,FALSE,0,64.95,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,
9316414108883,DOORMAT - PUSHEEN,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399107858,PUSHEEN - BACKPACK CLIP STORMY,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918655755,PUSHEEN - PATISSERIE MINI 10 COL PEN SET,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988462706,PUSHEEN ENCHANTED FROG 24CM,FALSE,0,59.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399073900,PUSHEEN - BACKPACK CLIP BOW 11.5CM,FALSE,0,19.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640508,PUSHEEN - BEAKER W/STRAW,FALSE,0,16.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918628919,PUSHEEN - PENCIL CASE PVC LRG,FALSE,0,12.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5060613317488,PUSHEEN - MYSTERY MINIS SERIES 3,FALSE,0,15.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988480267,PUSHEEN - SQUISHEEN PINK SITTING POSE,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055071770319,PUSHEEN - MANICURE SET,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988475027,PUSHEEN - SQUISHEEN - BLUE,FALSE,0,64.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399073955,PUSHEEN - PUSHEENICORN 33CM,FALSE,0,59.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5060491770719,PUSHEEN - TRAVEL MUG CATPUSHEENO,FALSE,0,16.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988485651,PUSHEEN - ICE CRM SQUISHY,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399101665,PUSHEEN - PASTEL PLUSH MINT LRG 30CM,FALSE,0,44.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918644520,PUSHEEN - SD PENCIL CASE,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
45544953030,PUSHEEN - MUG THINGS I LOVE,FALSE,0,24.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399101702,PUSHEEN - MERMAID CLAMSHELL 18CM,FALSE,0,24.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988317044,PUSHEEN - ANNIVERSRY,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918656219,PUSHEEN - PEN 10 COLOUR,FALSE,0,11.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
45544954471,\EASTER19 PUSHEEN TIN EGG ORMNT MAY FLWR,FALSE,0,7.95,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0,
5055918626137,PUSHEEN - 3D KEYRING,FALSE,0,14.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918628889,PUSHEEN - DRINK BOTTLE DAYDREAM 600ML,FALSE,0,16.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
28399109470,PUSHEEN - BLIND BOX SERIES 6,FALSE,0,17.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918644483,PUSHEEN - SD DRINK BOTTLE,FALSE,0,16.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988485637,PUSHEEN - MACARON PUSHEEN SQUISHY,FALSE,0,28.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
778988326404,PUSHEEN - FLOWER PETAL 24CM,FALSE,0,54.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
45544973700,PUSHEEN - MUG SCULPT LRG,FALSE,0,34.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918644384,PUSHEEN - SD NOTEBOOK A5 LUXURY,FALSE,0,22.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918640386,PUSHEEN - NOTEBOOK A5 LUX,FALSE,0,16.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
45544958431,PUSHEEN - SNACK BOWL CHIPS MED,FALSE,0,29.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918656288,PUSHEEN - SELFCARE CLUB WATER BOTTLE,FALSE,0,34.95,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,
45544959056,PUSHEEN - SUSHI SET,FALSE,0,59.95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,
5055918660018,PUSHEEN - FRUITS A5 PROJECT BOOK,FALSE,0,14.95,6,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,6,
5055918660162,PUSHEEN - FRUITS BACKPACK,FALSE,0,46.95,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3,
5055918660148,PUSHEEN - FRUITS BEAKER AND STRAW,FALSE,0,22.95,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3,
5055918660032,PUSHEEN - FRUITS DESK PAD,FALSE,0,12.95,6,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,6,
5055918660476,PUSHEEN - FRUITS KEYRING,FALSE,0,9.95,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,5,
5055918660056,PUSHEEN - FRUITS MULTI COLR PEN,FALSE,0,8.95,6,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,6,
5055918660117,PUSHEEN - FRUITS NOVELTY PENCIL CASE,FALSE,0,23.95,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3,
5055918660094,PUSHEEN - FRUITS PENCIL SET,FALSE,0,7.95,6,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,6,
5055918660063,PUSHEEN - FRUITS PEN SET,FALSE,0,14.95,6,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,6,
5055918660100,PUSHEEN - FRUITS PENCIL CASE,FALSE,0,14.95,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3,
5055918660025,PUSHEEN - FRUITS PLUSH NOTEBOOK,FALSE,0,23.95,6,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,6,
5055918660049,PUSHEEN - FRUITS SCENTED STICKERS,FALSE,0,4.95,12,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,12,
5055918660070,PUSHEEN - FRUITS STATIONERY SET,FALSE,0,12.95,6,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,6,
5055918660155,PUSHEEN - FRUITS TOTE BAG,FALSE,0,23.95,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2,
5055918660131,PUSHEEN - FRUITS TRAVEL MUG,FALSE,0,22.95,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3,
5055918660124,PUSHEEN - FRUITS WATERBOTTLE,FALSE,0,24.95,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3,
